farm_id,farmer_name,district,state,latitude,longitude,crop_type,farm_area,soil_health,soil_moisture,temperature,precipitation,humidity,drought_index,flood_risk,pest_risk,historical_yield,expected_yield,yield_variation,season,irrigation_status,weather_volatility,crop_price,previous_loss,climate_resilience,risk_score,crop_failure
FARM-1231,Meena Reddy,Gorakhpur,Uttar Pradesh,26.8371,83.3399,Sugarcane,4.58,68.1,41.8,27.1,126.0,65.5,0.289,0.468,0.336,105.65,114.5,0.474,Annual,Partial,0.215,328.0,0.273,0.613,0.0862,0
FARM-1232,Mahesh Rathore,Darbhanga,Bihar,25.9476,85.9424,Wheat,9.03,62.8,42.9,27.8,28.5,61.9,0.37,0.392,0.363,3.7,3.93,0.524,Rabi,Good,0.432,1777.0,0.469,0.688,0.1294,0
FARM-1233,Rajinder Jadhav,Rajkot,Gujarat,22.3548,70.9455,Cotton,4.31,53.1,33.9,29.9,38.2,42.7,0.532,0.256,0.473,1.77,1.71,0.604,Kharif,Partial,0.793,6779.0,0.448,0.334,0.8846,1
FARM-1234,Raju Yadav,Mandya,Karnataka,12.4103,76.825,Maize,0.5,70.2,30.7,29.1,26.2,65.2,0.339,0.536,0.433,4.68,4.77,0.284,Kharif,Partial,0.295,1999.0,0.227,0.509,0.3094,1
FARM-1235,Lakshmi Chauhan,Mandya,Karnataka,12.2611,77.1206,Pulses,3.08,67.0,45.2,22.7,134.2,77.2,0.219,0.22,0.618,1.17,1.28,0.475,Rabi,Good,0.45,7290.0,0.209,0.616,0.1785,0
FARM-1236,Shankar Meena,Jalandhar,Punjab,31.5744,75.5053,Wheat,1.72,79.9,30.1,24.8,33.8,58.0,0.255,0.265,0.285,5.43,5.62,0.352,Rabi,Good,0.116,2259.0,0.093,0.813,0.0825,1
FARM-1237,Mahesh Murugan,Ludhiana,Punjab,30.3962,76.0473,Rice,1.33,95.2,36.2,26.0,45.2,60.9,0.238,0.074,0.545,4.4,4.26,0.293,Kharif,Good,0.124,2454.0,0.319,0.891,0.01,0
FARM-1238,Ramesh Murugan,Surat,Gujarat,21.2006,72.7753,Wheat,2.13,56.4,23.8,27.0,48.0,63.3,0.693,0.211,0.475,4.37,4.81,0.663,Rabi,Partial,0.286,1837.0,0.309,0.643,0.5606,1
FARM-1239,Dinesh Verma,Mandya,Karnataka,12.4265,76.9549,Rice,3.16,61.7,19.5,31.7,88.9,65.4,0.446,0.298,0.309,3.26,3.47,0.418,Kharif,None,0.128,2203.0,0.17,0.405,0.3679,0
FARM-1240,Shankar Rathore,Raichur,Karnataka,16.3082,77.4387,Cotton,2.42,59.2,17.1,24.4,79.5,55.6,0.648,0.129,0.503,2.29,2.29,0.698,Kharif,Partial,0.684,6083.0,0.312,0.529,0.7219,0
FARM-1241,Ganesh Kumar,Ludhiana,Punjab,30.8746,75.9466,Rice,4.81,84.4,30.2,29.8,58.6,65.8,0.323,0.251,0.521,5.74,6.25,0.436,Kharif,None,0.332,2530.0,0.359,0.385,0.5584,1
FARM-1242,Lakshmi Jadhav,Nagpur,Maharashtra,21.0524,78.9356,Pulses,2.82,68.2,35.0,30.9,104.3,54.9,0.429,0.422,0.479,1.16,1.15,0.664,Rabi,Partial,0.331,6884.0,0.154,0.522,0.3354,1
FARM-1243,Laxman Deshmukh,Nalgonda,Telangana,16.859,79.46,Maize,3.02,61.3,34.7,32.4,18.6,58.2,0.315,0.443,0.571,2.95,3.09,0.208,Kharif,Partial,0.24,2174.0,0.223,0.515,0.3859,0
FARM-1244,Narayan Mondal,Kolhapur,Maharashtra,16.8736,74.3743,Pulses,2.16,61.6,45.7,27.7,127.6,43.6,0.333,0.181,0.587,0.99,1.11,0.224,Rabi,Good,0.362,5940.0,0.431,0.643,0.173,0
FARM-1245,Mahesh Murugan,Kolhapur,Maharashtra,16.4485,74.2568,Rice,2.06,73.7,27.4,27.4,26.8,45.8,0.569,0.415,0.51,4.28,4.61,0.291,Kharif,Good,0.429,2261.0,0.177,0.694,0.3484,0
FARM-1246,Sunil Meena,Jalandhar,Punjab,31.3243,75.5021,Wheat,4.08,78.3,25.3,23.4,31.4,72.0,0.43,0.21,0.294,4.6,4.71,0.379,Rabi,Good,0.061,2243.0,0.206,0.761,0.0205,0
FARM-1247,Ganesh Rathore,Agra,Uttar Pradesh,27.3111,77.9206,Wheat,3.32,65.4,25.9,30.8,92.9,74.3,0.592,0.19,0.513,3.28,3.47,0.198,Rabi,Partial,0.534,2252.0,0.426,0.541,0.4021,1
FARM-1248,Shankar Patel,Ludhiana,Punjab,30.8438,75.816,Rice,2.02,54.8,11.1,24.0,20.0,62.6,0.453,0.177,0.351,3.31,3.45,0.876,Kharif,None,0.68,2148.0,0.185,0.312,0.9225,1
FARM-1249,Narayan Murugan,Sirsa,Haryana,29.7302,74.9066,Sugarcane,2.98,66.1,27.9,22.6,36.5,61.1,0.335,0.184,0.429,80.49,81.91,0.316,Annual,Partial,0.287,365.0,0.433,0.578,0.3589,1
FARM-1250,Shanti Patel,Jodhpur,Rajasthan,26.2764,73.0137,Cotton,1.97,59.9,31.1,26.0,40.8,41.7,0.543,0.263,0.513,2.5,2.51,0.691,Kharif,Good,0.817,6081.0,0.128,0.641,0.7311,1
FARM-1251,Ramesh Jat,Patiala,Punjab,30.4579,76.5066,Wheat,1.62,72.1,38.0,20.7,41.9,59.4,0.167,0.251,0.462,4.99,5.23,0.489,Rabi,Good,0.345,2265.0,0.016,0.849,0.0239,0
FARM-1252,Ganesh Chauhan,Hisar,Haryana,29.4724,75.7039,Rice,2.68,52.8,36.9,23.4,89.6,54.9,0.452,0.217,0.415,4.21,4.48,0.25,Kharif,Good,0.444,2433.0,0.228,0.713,0.1509,0
FARM-1253,Sunita Chauhan,Nashik,Maharashtra,19.8939,73.9742,Rice,1.68,63.3,29.1,27.8,22.8,45.0,0.399,0.218,0.443,4.09,4.01,0.259,Kharif,Partial,0.323,2463.0,0.296,0.544,0.4727,1
FARM-1254,Anita Murugan,Hooghly,West Bengal,22.9334,88.5953,Rice,3.71,85.1,29.8,29.8,109.7,66.5,0.118,0.574,0.594,4.68,4.71,0.213,Kharif,None,0.171,2209.0,0.386,0.489,0.116,0
FARM-1255,Sanjay Murugan,Gwalior,Madhya Pradesh,26.3272,78.3748,Rice,0.7,60.0,37.1,27.9,191.7,63.8,0.627,0.309,0.494,4.24,4.61,0.639,Kharif,Partial,0.356,2038.0,0.503,0.513,0.6481,0
FARM-1256,Kavita Sharma,Rohtak,Haryana,28.7295,76.521,Mustard,0.4,54.6,29.9,24.3,48.1,52.9,0.228,0.0,0.438,1.92,2.02,0.39,Rabi,Partial,0.37,5932.0,0.127,0.447,0.0808,0
FARM-1257,Savita Patil,Ujjain,Madhya Pradesh,23.232,75.5446,Mustard,4.59,61.6,30.1,23.7,98.8,61.8,0.714,0.321,0.145,1.3,1.41,0.689,Rabi,Good,0.373,5757.0,0.221,0.55,0.2621,0
FARM-1258,Kamla Jat,Coimbatore,Tamil Nadu,10.8708,76.8484,Rice,1.37,48.7,37.1,29.0,71.7,55.0,0.305,0.32,0.391,3.47,3.75,0.582,Kharif,Good,0.6,2499.0,0.475,0.486,0.608,0
FARM-1259,Ramesh Gowda,Bathinda,Punjab,30.7284,74.9521,Wheat,3.24,90.7,35.7,25.4,27.7,46.3,0.328,0.262,0.065,5.06,5.24,0.691,Rabi,Good,0.395,2138.0,0.128,0.708,0.0389,0
FARM-1260,Anil Naidu,Thanjavur,Tamil Nadu,10.6442,78.9449,Sugarcane,1.58,48.8,35.5,31.1,41.4,67.7,0.538,0.196,0.378,82.56,85.9,0.366,Annual,Good,0.458,314.0,0.471,0.654,0.4726,0
FARM-1261,Dinesh Rao,Jabalpur,Madhya Pradesh,23.1241,79.9252,Wheat,1.09,76.5,29.5,25.4,88.7,49.0,0.232,0.014,0.099,5.01,5.4,0.114,Rabi,None,0.267,2274.0,0.182,0.449,0.01,0
FARM-1262,Sunil Choudhary,Bikaner,Rajasthan,28.0997,73.2214,Wheat,1.62,51.1,21.6,29.5,26.6,51.9,0.629,0.0,0.253,5.12,5.27,0.301,Rabi,Partial,0.339,2016.0,0.203,0.446,0.3102,0
FARM-1263,Lakshmi Patil,Rohtak,Haryana,28.8796,76.7013,Wheat,1.14,68.4,30.5,23.9,39.5,48.6,0.578,0.237,0.013,4.79,4.77,0.29,Rabi,Good,0.644,2106.0,0.277,0.596,0.185,0
FARM-1264,Bhagwan Deshmukh,Lucknow,Uttar Pradesh,26.8158,80.9403,Mustard,3.37,62.8,30.6,24.4,56.4,69.8,0.25,0.389,0.256,1.42,1.58,0.319,Rabi,Good,0.421,6231.0,0.52,0.651,0.1523,0
FARM-1265,Laxman Meena,Sirsa,Haryana,29.3586,75.115,Wheat,2.01,82.5,50.0,28.8,87.6,54.9,0.182,0.074,0.229,4.22,3.95,0.189,Rabi,Good,0.342,2156.0,0.059,0.687,0.0683,0
FARM-1266,Vijay Patel,Latur,Maharashtra,18.0627,76.6131,Cotton,4.53,67.9,29.7,27.6,102.4,55.9,0.476,0.199,0.701,2.21,2.22,0.415,Kharif,None,0.451,6109.0,0.336,0.385,0.5652,1
FARM-1267,Meena Patil,Guntur,Andhra Pradesh,15.8985,80.4207,Maize,16.58,61.7,16.9,30.6,51.8,73.8,0.641,0.558,0.309,2.95,3.09,0.236,Kharif,None,0.34,1989.0,0.429,0.42,0.71,1
FARM-1268,Narayan Ghosh,Indore,Madhya Pradesh,22.846,76.0771,Pulses,8.43,50.6,31.6,25.6,58.3,46.5,0.416,0.188,0.503,1.05,1.11,0.56,Rabi,Good,0.287,6758.0,0.259,0.795,0.1604,1
FARM-1269,Anita Kumar,Bareilly,Uttar Pradesh,28.188,79.1374,Wheat,1.74,68.0,37.4,25.0,54.4,63.1,0.14,0.359,0.171,3.13,3.13,0.508,Rabi,Good,0.192,2417.0,0.242,0.693,0.0903,0
FARM-1270,Radha Patel,Salem,Tamil Nadu,11.5614,78.0129,Rice,1.27,50.0,23.5,25.9,115.2,67.6,0.52,0.201,0.485,3.73,3.91,0.21,Kharif,None,0.283,2398.0,0.178,0.301,0.5716,1
FARM-1271,Mahesh Kaur,Krishna,Andhra Pradesh,16.5587,80.9274,Rice,8.09,67.1,32.7,28.6,72.1,66.6,0.393,0.401,0.429,3.82,4.06,0.237,Kharif,Good,0.224,2411.0,0.252,0.662,0.1309,0
FARM-1272,Sunita Reddy,Warangal,Telangana,17.6976,79.8188,Rice,1.79,56.9,21.2,31.8,115.3,61.8,0.654,0.29,0.406,4.5,4.59,0.092,Kharif,None,0.141,1947.0,0.418,0.389,0.5612,1
FARM-1273,Anil Reddy,Thanjavur,Tamil Nadu,10.8873,78.8951,Rice,4.36,56.2,35.0,28.8,146.2,63.7,0.573,0.123,0.647,4.34,3.82,0.27,Kharif,Partial,0.286,2383.0,0.206,0.535,0.2512,0
FARM-1274,Mahesh Bishnoi,Nalgonda,Telangana,17.0919,79.5467,Rice,5.67,63.1,45.9,32.1,120.4,59.0,0.298,0.344,0.366,3.76,3.81,0.648,Kharif,Good,0.262,2464.0,0.239,0.699,0.0933,0
FARM-1275,Ganesh Murugan,Amritsar,Punjab,31.4176,74.9408,Rice,2.29,64.0,47.1,23.4,79.2,68.4,0.103,0.324,0.645,5.09,5.09,0.403,Kharif,Good,0.478,2368.0,0.489,0.603,0.2133,1
FARM-1276,Kamla Patil,Coimbatore,Tamil Nadu,10.8013,77.098,Cotton,1.33,74.8,31.2,33.1,73.3,80.1,0.446,0.257,0.563,1.78,1.73,0.475,Kharif,Good,0.26,6467.0,0.39,0.702,0.1896,0
FARM-1277,Meena Jat,Rajkot,Gujarat,22.4132,70.8188,Maize,5.77,53.0,22.1,29.3,29.5,50.2,0.559,0.353,0.304,3.27,3.19,0.395,Kharif,Partial,0.537,1990.0,0.262,0.427,0.5586,0
FARM-1278,Gurpreet Kumar,Raichur,Karnataka,16.2676,77.2661,Sugarcane,1.05,65.4,13.1,22.8,36.8,74.1,0.7,0.371,0.433,75.18,76.65,0.455,Annual,None,0.346,392.0,0.207,0.408,0.9513,1
FARM-1279,Sunil Gowda,Jabalpur,Madhya Pradesh,22.8668,79.8592,Maize,5.57,47.7,31.8,25.7,83.4,65.5,0.583,0.405,0.585,3.19,3.25,0.471,Kharif,Good,0.789,1933.0,0.298,0.559,0.78,1
FARM-1280,Gurpreet Meena,Hooghly,West Bengal,22.8641,88.4082,Rice,1.77,73.2,49.4,26.5,231.6,85.4,0.159,0.435,0.475,3.72,3.82,0.614,Kharif,None,0.529,2395.0,0.147,0.454,0.4079,0
FARM-1281,Gurpreet Jadhav,Coimbatore,Tamil Nadu,10.9975,76.8039,Rice,2.91,61.2,21.2,29.1,88.7,62.5,0.374,0.411,0.3,4.21,3.98,0.302,Kharif,None,0.696,2339.0,0.331,0.37,0.8162,1
FARM-1282,Sanjay Sharma,Karnal,Haryana,29.5117,77.0282,Rice,0.7,64.2,33.4,26.5,28.5,52.1,0.231,0.232,0.421,3.59,3.57,0.211,Kharif,Good,0.216,2415.0,0.444,0.632,0.0734,0
FARM-1283,Meena Pillai,Kota,Rajasthan,25.2179,75.9954,Pulses,0.4,41.7,14.0,27.0,29.8,53.2,0.647,0.189,0.347,1.24,1.25,0.55,Rabi,None,0.361,6038.0,0.213,0.25,0.8235,0
FARM-1284,Vijay Kaur,Solapur,Maharashtra,17.5316,75.8537,Cotton,1.24,51.9,15.0,26.8,41.7,49.3,0.454,0.155,0.72,1.43,1.45,0.414,Kharif,None,0.485,6383.0,0.483,0.432,0.9252,1
FARM-1285,Suresh Ghosh,Lucknow,Uttar Pradesh,26.7805,81.1085,Sugarcane,1.72,55.7,28.0,28.1,54.4,61.6,0.569,0.35,0.357,71.32,76.5,0.63,Annual,Partial,0.725,360.0,0.379,0.375,0.9712,1
FARM-1286,Dinesh Jadhav,Muzaffarpur,Bihar,26.3184,85.3057,Wheat,0.93,55.2,21.4,25.1,61.7,73.0,0.147,0.603,0.198,4.45,4.67,0.723,Rabi,None,0.555,2150.0,0.354,0.42,0.7322,1
FARM-1287,Sunita Naidu,Bareilly,Uttar Pradesh,28.4824,79.0647,Rice,3.43,58.4,28.2,28.0,35.9,54.5,0.438,0.448,0.182,3.79,3.69,0.224,Kharif,Good,0.172,2286.0,0.225,0.594,0.0998,1
FARM-1288,Kamla Verma,Patiala,Punjab,30.2924,76.3344,Rice,0.94,51.9,24.1,27.5,56.2,66.5,0.552,0.309,0.335,5.1,5.24,0.436,Kharif,Partial,0.18,2130.0,0.317,0.537,0.5591,1
FARM-1289,Vijay Bishnoi,Karnal,Haryana,29.8598,77.1615,Sugarcane,7.38,69.9,40.6,25.1,48.9,44.9,0.123,0.394,0.367,87.37,86.35,0.279,Annual,Good,0.419,303.0,0.443,0.799,0.0237,0
FARM-1290,Ganesh Deshmukh,Patiala,Punjab,30.4725,76.3295,Wheat,2.27,61.9,34.8,24.2,18.7,80.3,0.455,0.145,0.237,4.49,4.65,0.177,Rabi,Partial,0.448,2079.0,0.146,0.496,0.1196,0
FARM-1291,Ramesh Reddy,Ujjain,Madhya Pradesh,23.083,75.9636,Wheat,3.99,42.6,37.0,24.5,172.4,65.3,0.687,0.31,0.268,4.58,4.94,0.35,Rabi,Partial,0.291,2468.0,0.47,0.405,0.5536,1
FARM-1292,Vijay Yadav,Bathinda,Punjab,30.2131,75.0194,Rice,2.06,65.0,42.6,21.4,77.1,51.1,0.427,0.092,0.297,4.5,4.58,0.418,Kharif,Good,0.442,2445.0,0.261,0.635,0.1531,1
FARM-1293,Dinesh Murugan,Darbhanga,Bihar,26.1007,85.9804,Wheat,0.48,48.4,53.3,27.3,184.2,66.1,0.355,0.569,0.121,4.46,4.63,0.428,Rabi,Good,0.139,2407.0,0.353,0.665,0.0529,1
FARM-1294,Raju Choudhary,Madurai,Tamil Nadu,9.847,78.2211,Rice,5.2,47.1,23.1,29.4,110.2,53.2,0.544,0.285,0.501,3.82,3.78,0.521,Kharif,None,0.193,2322.0,0.401,0.468,0.7096,1
FARM-1295,Radha Verma,Murshidabad,West Bengal,24.1216,88.402,Maize,1.4,61.9,46.2,28.2,170.4,80.7,0.397,0.54,0.556,4.1,4.15,0.49,Kharif,Good,0.334,2037.0,0.234,0.632,0.2959,1
FARM-1296,Sunita Bishnoi,Jabalpur,Madhya Pradesh,23.2415,79.8708,Maize,1.89,92.0,41.2,23.1,119.8,43.4,0.533,0.285,0.323,3.57,3.9,0.81,Kharif,Good,0.739,2097.0,0.564,0.682,0.4004,0
FARM-1297,Rajinder Naidu,Nashik,Maharashtra,19.8926,73.9509,Cotton,0.67,58.9,40.5,26.3,40.9,57.9,0.314,0.161,0.514,2.51,2.73,0.125,Kharif,Good,0.363,6852.0,0.211,0.668,0.0555,0
FARM-1298,Lakshmi Singh,Murshidabad,West Bengal,23.6142,88.1834,Rice,2.9,64.0,41.9,27.8,263.6,68.9,0.334,0.49,0.455,4.28,4.34,0.639,Kharif,None,0.188,2346.0,0.179,0.399,0.3583,1
FARM-1299,Kamla Mondal,Agra,Uttar Pradesh,27.0243,78.0452,Wheat,2.37,73.2,41.9,28.2,107.1,51.5,0.152,0.515,0.191,4.67,4.8,0.23,Rabi,Partial,0.388,2389.0,0.342,0.58,0.0805,0
FARM-1300,Rajinder Reddy,Meerut,Uttar Pradesh,29.0159,77.4657,Pulses,3.04,46.7,35.7,25.1,38.6,66.6,0.255,0.46,0.61,1.73,1.69,0.099,Rabi,Good,0.203,5731.0,0.255,0.707,0.1649,0
FARM-1301,Shankar Reddy,Bathinda,Punjab,30.5311,74.8968,Wheat,1.41,62.2,30.9,25.0,53.2,44.5,0.168,0.247,0.331,4.48,4.27,0.212,Rabi,None,0.288,2598.0,0.116,0.437,0.039,0
FARM-1302,Laxman Bishnoi,Sri Ganganagar,Rajasthan,29.985,74.035,Mustard,2.63,40.8,15.4,28.5,57.4,46.7,0.768,0.005,0.279,0.94,0.96,0.353,Rabi,None,0.263,5237.0,0.338,0.315,0.6087,1
FARM-1303,Bhagwan Meena,Jaipur,Rajasthan,27.0512,75.7166,Wheat,14.88,41.0,22.5,28.6,67.5,41.2,0.583,0.261,0.012,4.2,4.25,0.679,Rabi,None,0.426,2314.0,0.476,0.308,0.69,0
FARM-1304,Vijay Choudhary,Karnal,Haryana,29.6664,77.1201,Wheat,1.8,71.1,38.9,25.4,64.0,53.0,0.48,0.448,0.229,3.89,4.3,0.611,Rabi,Good,0.417,2365.0,0.182,0.646,0.1992,1
FARM-1305,Gurpreet Bishnoi,Raichur,Karnataka,16.2329,77.281,Maize,2.04,61.3,32.4,27.3,97.9,63.6,0.285,0.364,0.315,3.07,3.0,0.4,Kharif,None,0.644,1923.0,0.548,0.348,0.5275,1
FARM-1306,Sanjay Pillai,Hooghly,West Bengal,22.9346,88.3409,Rice,1.5,67.0,54.9,27.2,246.5,73.8,0.321,0.589,0.425,3.88,4.06,0.351,Kharif,Partial,0.58,2310.0,0.328,0.42,0.4653,0
FARM-1307,Sunita Yadav,Ahmedabad,Gujarat,23.2782,72.8547,Maize,3.46,61.5,34.4,28.7,24.2,54.2,0.369,0.241,0.558,4.45,4.89,0.328,Kharif,Good,0.31,1871.0,0.452,0.76,0.1482,0
FARM-1308,Vijay Rathore,Bhavnagar,Gujarat,21.7197,72.1792,Sugarcane,4.15,74.5,33.1,31.2,99.2,49.4,0.464,0.307,0.426,82.2,79.04,0.759,Annual,None,0.533,354.0,0.58,0.389,0.8722,1
FARM-1309,Babu Deshmukh,Sri Ganganagar,Rajasthan,29.9175,73.9601,Pulses,3.41,58.0,26.0,29.3,45.7,43.1,0.562,0.105,0.31,1.16,1.16,0.411,Rabi,Good,0.214,5483.0,0.331,0.656,0.0814,0
FARM-1310,Mahesh Meena,Latur,Maharashtra,18.7362,76.5531,Rice,2.42,49.4,37.7,27.1,103.5,57.9,0.576,0.358,0.194,4.18,4.25,0.151,Kharif,Partial,0.28,2041.0,0.386,0.479,0.196,0
FARM-1311,Sunita Singh,Varanasi,Uttar Pradesh,25.2756,82.8523,Sugarcane,11.49,55.2,27.7,23.5,44.1,57.4,0.457,0.292,0.252,70.08,73.57,0.367,Annual,Good,0.189,373.0,0.297,0.753,0.1204,0
FARM-1312,Kavita Chauhan,Jodhpur,Rajasthan,26.0844,73.2803,Mustard,2.71,43.0,18.0,25.4,58.1,37.0,0.784,0.198,0.258,1.51,1.62,0.449,Rabi,None,0.586,6340.0,0.235,0.285,0.9277,1
FARM-1313,Suresh Reddy,Kolhapur,Maharashtra,17.0327,74.1071,Sugarcane,0.8,56.7,40.4,27.9,166.8,62.7,0.556,0.282,0.448,74.29,74.49,0.194,Annual,Partial,0.425,299.0,0.391,0.538,0.3364,0
FARM-1314,Rajinder Jat,Rajkot,Gujarat,22.1755,70.9344,Wheat,3.83,61.6,20.8,27.0,62.6,61.3,0.668,0.332,0.165,5.22,5.57,0.514,Rabi,None,0.434,2657.0,0.821,0.307,0.8127,0
FARM-1315,Suresh Meena,Kurnool,Andhra Pradesh,15.5003,78.039,Cotton,1.72,75.2,42.9,30.7,105.0,62.9,0.561,0.479,0.721,2.68,2.69,0.338,Kharif,Good,0.3,7029.0,0.165,0.724,0.1779,0
FARM-1316,Shankar Meena,Latur,Maharashtra,18.4184,76.5299,Sugarcane,1.66,45.8,31.5,25.5,63.8,57.6,0.402,0.07,0.281,78.04,77.34,0.382,Annual,Partial,0.395,335.0,0.167,0.475,0.3355,0
FARM-1317,Radha Deshmukh,Ludhiana,Punjab,30.9149,75.6779,Cotton,1.9,54.8,30.6,24.3,72.7,45.9,0.443,0.2,0.688,1.01,1.01,0.349,Kharif,Good,0.355,6185.0,0.098,0.575,0.1865,0
FARM-1318,Kishan Pillai,Sri Ganganagar,Rajasthan,29.8649,74.0394,Mustard,1.17,59.6,28.5,27.8,26.7,39.3,0.686,0.078,0.197,1.75,1.67,0.573,Rabi,Good,0.677,5124.0,0.433,0.538,0.5254,0
FARM-1319,Ganesh Gowda,Hooghly,West Bengal,22.8867,88.3104,Rice,0.9,43.2,46.9,27.7,129.5,81.2,0.221,0.41,0.717,3.4,3.16,0.338,Kharif,Good,0.142,1850.0,0.187,0.568,0.0897,0
FARM-1320,Kishan Singh,Belagavi,Karnataka,15.9775,74.5556,Maize,1.83,68.1,32.3,28.0,118.8,66.7,0.298,0.281,0.466,2.7,2.65,0.554,Kharif,None,0.624,2122.0,0.142,0.431,0.5,0
FARM-1321,Pushpa Patil,Latur,Maharashtra,18.4644,76.6299,Pulses,1.24,61.0,28.2,28.9,72.7,53.6,0.447,0.157,0.421,1.08,1.08,0.298,Rabi,None,0.163,6627.0,0.162,0.428,0.2268,0
FARM-1322,Lakshmi Kaur,Aurangabad,Maharashtra,19.9295,75.1725,Sugarcane,2.21,65.5,14.8,29.0,77.0,49.2,0.642,0.233,0.234,67.07,66.23,0.32,Annual,None,0.296,366.0,0.253,0.444,0.6544,1
FARM-1323,Geeta Patil,Raichur,Karnataka,15.9785,77.3045,Sugarcane,1.63,55.3,30.8,27.1,81.6,63.6,0.547,0.387,0.377,86.44,85.71,0.396,Annual,Partial,0.558,294.0,0.325,0.305,0.8239,1
FARM-1324,Shanti Patel,Aurangabad,Maharashtra,19.8049,75.5072,Maize,0.47,59.6,10.7,26.9,24.0,61.1,0.611,0.229,0.116,3.61,3.57,0.392,Kharif,None,0.821,2134.0,0.242,0.449,0.9135,1
FARM-1325,Mahesh Bishnoi,Darbhanga,Bihar,25.9898,85.7505,Rice,1.17,65.2,30.5,27.9,44.7,65.9,0.191,0.534,0.286,4.04,4.1,0.731,Kharif,Good,0.536,2190.0,0.57,0.624,0.5442,0
FARM-1326,Radha Yadav,Patna,Bihar,25.5948,85.3761,Rice,2.89,56.6,38.2,31.0,128.3,59.3,0.166,0.465,0.508,4.29,4.15,0.106,Kharif,None,0.331,2196.0,0.112,0.425,0.1988,1
FARM-1327,Laxman Naidu,Jalandhar,Punjab,31.156,75.8466,Rice,1.34,72.3,19.3,25.5,53.0,61.4,0.488,0.046,0.517,3.09,2.92,0.226,Kharif,Partial,0.517,2161.0,0.064,0.498,0.3908,0
FARM-1328,Lakshmi Mondal,Surat,Gujarat,20.9139,72.5435,Cotton,1.47,56.3,18.6,27.8,49.4,43.2,0.593,0.262,0.697,1.24,1.26,0.252,Kharif,None,0.392,6532.0,0.155,0.338,0.8781,1
FARM-1329,Dinesh Patil,Madurai,Tamil Nadu,10.2285,77.9801,Rice,3.24,65.2,24.3,33.0,23.9,64.0,0.41,0.376,0.681,4.85,5.43,0.211,Kharif,Good,0.233,2534.0,0.28,0.697,0.3206,0
FARM-1330,Prakash Naidu,Hisar,Haryana,28.9927,75.6425,Wheat,3.22,53.5,46.4,24.6,55.1,52.2,0.307,0.236,0.299,4.54,4.24,0.233,Rabi,Good,0.403,2443.0,0.054,0.635,0.01,0
FARM-1331,Kavita Meena,Varanasi,Uttar Pradesh,25.3765,82.8064,Rice,2.03,61.5,40.0,23.0,47.3,59.1,0.431,0.247,0.362,3.92,4.18,0.434,Kharif,Good,0.337,2407.0,0.198,0.655,0.191,0
FARM-1332,Anil Kaur,Krishna,Andhra Pradesh,16.5055,80.8077,Maize,0.88,59.0,36.0,28.1,70.2,66.8,0.306,0.488,0.525,2.13,2.27,0.286,Kharif,None,0.214,1905.0,0.539,0.379,0.4843,1
FARM-1333,Rekha Bishnoi,Latur,Maharashtra,18.2536,76.7606,Maize,3.11,60.7,30.3,24.6,86.8,56.3,0.407,0.209,0.685,3.4,3.38,0.475,Kharif,Partial,0.35,2036.0,0.251,0.47,0.3865,1
FARM-1334,Savita Patil,Kolhapur,Maharashtra,16.564,74.1527,Rice,14.63,77.6,21.5,28.1,75.6,55.8,0.496,0.416,0.287,6.24,6.07,0.373,Kharif,None,0.262,2275.0,0.392,0.613,0.4484,0
FARM-1335,Mohan Das,Nashik,Maharashtra,19.9158,73.6222,Sugarcane,4.05,45.6,20.5,27.8,42.4,56.0,0.63,0.123,0.295,77.6,78.31,0.338,Annual,Good,0.75,350.0,0.399,0.571,0.7159,1
FARM-1336,Lakshmi Singh,Bhavnagar,Gujarat,22.0041,72.1473,Cotton,1.52,53.5,22.6,31.3,66.1,62.1,0.329,0.295,0.761,1.44,1.46,0.339,Kharif,Partial,0.479,6257.0,0.375,0.428,0.6652,0
FARM-1337,Raju Patel,Ujjain,Madhya Pradesh,23.1184,75.8851,Pulses,1.06,58.0,46.2,23.5,145.9,55.4,0.63,0.282,0.618,1.28,1.38,0.197,Rabi,Good,0.368,5845.0,0.409,0.732,0.1739,0
FARM-1338,Sunil Gowda,Raichur,Karnataka,16.4171,77.4584,Rice,3.41,61.9,32.5,29.3,46.0,65.2,0.516,0.383,0.368,3.85,3.83,0.261,Kharif,Good,0.501,2751.0,0.266,0.678,0.3452,0
FARM-1339,Savita Pillai,Darbhanga,Bihar,25.8482,85.9045,Rice,2.68,62.4,35.8,30.3,136.7,63.5,0.081,0.611,0.31,3.61,3.43,0.394,Kharif,Partial,0.254,2656.0,0.123,0.65,0.01,0
FARM-1340,Shankar Choudhary,Lucknow,Uttar Pradesh,26.7638,80.9252,Wheat,1.66,41.6,28.9,28.9,90.6,43.5,0.141,0.256,0.286,4.04,4.09,0.397,Rabi,None,0.291,2351.0,0.526,0.286,0.3014,0
FARM-1341,Vijay Verma,Karnal,Haryana,29.9218,76.6018,Cotton,1.77,66.0,42.0,23.1,45.1,53.2,0.318,0.172,0.628,1.93,2.11,0.431,Kharif,Good,0.173,5707.0,0.122,0.672,0.01,0
FARM-1342,Anil Mondal,Nagpur,Maharashtra,21.0607,79.0836,Maize,9.91,32.8,20.3,28.2,66.2,53.0,0.564,0.555,0.254,2.96,3.08,0.49,Kharif,Partial,0.329,1922.0,0.508,0.457,0.7733,1
